Code,Country,Region(s),hfa,hfa_base,team_hfa,team_hfa_home,alt_bonus,dist_bonus,Home field,Legacy year,_1872,_1873,_1874,_1875,_1876,_1877,_1878,_1879,_1880,_1881,_1882,_1883,_1884,_1885,_1886,_1887,_1888,_1889,_1890,_1891,_1892,_1893,_1894,_1895,_1896,_1897,_1898,_1899,_1900,_1901,_1902,_1903,_1904,_1905,_1906,_1907,_1908,_1909,_1910,_1911,_1912,_1913,_1914,_1915,_1916,_1917,_1918,_1919,_1920,_1921,_1922,_1923,_1924,_1925,_1926,_1927,_1928,_1929,_1930,_1931,_1932,_1933,_1934,_1935,_1936,_1937,_1938,_1939,_1940,_1941,_1942,_1943,_1944,_1945,_1946,_1947,_1948,_1949,_1950,_1951,_1952,_1953,_1954,_1955,_1956,_1957,_1958,_1959,_1960,_1961,_1962,_1963,_1964,_1965,_1966,_1967,_1968,_1969,_1970,_1971,_1972,_1973,_1974,_1975,_1976,_1977,_1978,_1979,_1980,_1981,_1982,_1983,_1984,_1985,_1986,_1987,_1988,_1989,_1990,_1991,_1992,_1993,_1994,_1995,_1996,_1997,_1998,_1999,_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010,_2011,_2012,_2013,_2014,_2015,_2016,_2017,_2018,_2019,_2020,_2021,_2022,_2023,_2024,_2025,defunct
FRO,:fo: Faroe Islands@@faroe islands,"<span style=""color:#2A6FB5"">Europe</span>",70,52,-9,-6,0,24,70,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,7,6,3,8,7,7,5,7,6,9,6,7,7,6,5,8,7,7,8,5,4,9,4,6,6,6,8,10,8,12,10,10,10,10,0
SOL,:sb: Solomon Islands@@solomon islands,"<span style=""color:#C44A8A"">Oceania</span>",74,52,-3,-2,0,24,74,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,2,4,5,3,8,4,0,7,4,3,3,12,2,0,7,1,0,0,10,9,2,0,0,9,10,2,7,0,0,7,10,12,3,0
VAN,:vu: Vanuatu@@vanuatu,"<span style=""color:#C44A8A"">Oceania</span>",80,52,11,7,0,22,80,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,8,2,3,4,2,0,5,0,7,4,4,3,11,0,0,10,5,0,0,11,3,0,0,2,4,5,2,7,0,0,3,11,12,3,0
LCA,:lc: Saint Lucia@@saint lucia,"<span style=""color:#FFA31A"">Caribbean</span>",68,52,-1,0,0,17,68,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,4,2,4,0,9,4,5,4,9,6,8,7,2,12,0,5,0,5,0,6,9,3,4,10,6,0,4,3,13,0,0,6,6,6,4,0
ARU,:aw: Aruba@@aruba,"<span style=""color:#FFA31A"">Caribbean</span>",67,52,-9,-5,0,21,67,1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,0,0,2,2,2,2,0,4,3,2,0,3,0,0,0,4,0,2,3,5,1,4,5,2,0,2,7,0,5,2,5,7,5,0
VIN,:vc: St. Vincent/Grenadines@@st. vincent/grenadines,"<span style=""color:#FFA31A"">Caribbean</span>",68,52,0,0,0,16,68,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,17,4,1,11,16,1,4,3,15,6,0,0,19,3,11,3,9,2,9,10,11,2,10,13,6,4,3,13,0,5,8,6,9,13,0
YEM,:ye: Yemen@@yemen,"<span style=""color:#D4A017"">Mid. East</span>",117,52,6,4,35,27,117,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,8,0,5,6,0,0,5,6,5,11,19,2,11,9,7,9,18,3,10,9,10,10,3,10,4,16,0,4,3,7,11,5,0
SMR,:sm: San Marino@@san marino,"<span style=""color:#2A6FB5"">Europe</span>",64,52,-23,-15,6,21,64,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,7,3,7,4,4,3,5,3,6,4,6,5,6,4,9,4,6,5,7,5,7,5,7,5,8,6,10,6,12,10,10,10,10,0
TAH,:pf: Tahiti@@tahiti,"<span style=""color:#C44A8A"">Oceania</span>",65,52,-21,-13,0,27,65,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,5,8,3,4,8,0,6,4,5,4,8,0,0,5,1,0,1,7,10,5,0,0,4,2,2,6,0,0,2,7,8,1,0
SRB,:rs: Serbia@@serbia,"<span style=""color:#2A6FB5"">Europe</span>",57,52,-26,-17,0,22,57,1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,5,9,13,15,7,11,11,11,10,9,12,11,10,11,12,14,12,11,10,8,8,10,8,13,10,8,12,12,11,13,10,0
VIE,:vn: Vietnam@@vietnam,"<span style=""color:#5B4FB0"">E. Asia</span> •<br><span style=""color:#8C6BC4"">S. Asia</span>",83,52,10,6,0,25,83,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,7,9,15,8,7,10,6,10,6,12,0,4,13,14,7,12,5,12,6,10,5,13,6,11,12,0,16,11,13,17,8,0
CRO,:hr: Croatia@@croatia,"<span style=""color:#2A6FB5"">Europe</span>",63,52,-15,-10,0,21,63,1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,7,14,10,14,13,7,11,11,12,13,10,15,11,13,9,10,11,11,12,12,7,13,9,17,10,8,16,16,10,13,10,0
NAM,:na: Namibia@@namibia,"<span style=""color:#0F4A3A"">E. Africa</span>",103,52,-18,-11,37,26,103,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,7,6,16,14,13,10,15,3,8,2,2,6,12,15,6,4,10,9,9,4,14,8,5,9,10,3,12,5,9,18,11,0
UKR,:ua: Ukraine@@ukraine,"<span style=""color:#6BAFE5"">Ex-USSR</span>",65,52,-16,-10,0,23,65,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,9,7,6,10,5,11,5,13,10,10,10,10,14,11,9,12,9,12,12,12,8,10,12,8,10,10,7,18,8,9,14,10,0
GEO,:ge: Georgia@@georgia,"<span style=""color:#6BAFE5"">Ex-USSR</span>",79,52,1,0,2,25,79,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,6,8,7,11,8,9,10,5,8,9,11,10,12,10,10,8,9,8,8,6,9,8,12,10,10,8,12,9,10,13,10,0
BLR,:by: Belarus@@belarus,"<span style=""color:#6BAFE5"">Ex-USSR</span>",59,52,-26,-17,1,23,59,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,8,10,8,4,9,7,7,7,8,8,10,10,11,11,11,10,11,8,13,9,8,10,11,10,10,10,11,10,10,10,10,0
SVN,:si: Slovenia@@slovenia,"<span style=""color:#2A6FB5"">Europe</span>",66,52,-11,-7,1,21,66,1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,8,8,6,9,12,11,12,11,10,9,9,8,11,9,10,11,9,8,10,8,9,9,6,9,10,8,12,10,10,15,10,0
CAY,:ky: Cayman Islands@@cayman islands,"<span style=""color:#FFA31A"">Caribbean</span>",76,52,5,3,0,21,76,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,0,5,7,6,3,2,0,5,0,3,0,6,1,2,6,0,0,0,3,0,0,4,7,0,4,3,5,6,4,0
SKN,:kn: St. Kitts & Nevis@@st. kitts & nevis,"<span style=""color:#FFA31A"">Caribbean</span>",67,52,-4,-3,0,18,67,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,7,5,6,5,6,9,7,2,20,0,3,4,8,4,6,8,3,0,5,7,8,6,4,7,0,6,2,8,10,5,0
SVK,:sk: Slovakia@@slovakia,"<span style=""color:#2A6FB5"">Europe</span>",51,52,-34,-21,0,21,51,1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,8,12,12,14,13,11,9,10,12,12,9,11,10,12,13,9,9,10,9,9,14,8,10,10,8,15,10,10,14,10,0
ARM,:am: Armenia@@armenia,"<span style=""color:#6BAFE5"">Ex-USSR</span>",63,52,-43,-27,13,25,63,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,9,5,9,9,8,3,7,9,9,6,12,10,8,7,8,9,9,9,6,8,9,10,10,6,12,10,10,10,10,0
MKD,:mk: North Macedonia@@north macedonia,"<span style=""color:#2A6FB5"">Europe</span>",63,52,-18,-11,1,22,63,1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,6,11,6,10,13,10,10,11,8,8,9,8,10,10,9,10,10,9,9,8,9,8,10,8,15,11,10,10,10,0
AZE,:az: Azerbaijan@@azerbaijan,"<span style=""color:#6BAFE5"">Ex-USSR</span>",81,52,4,3,0,27,81,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,10,10,9,9,9,9,8,11,11,8,14,11,13,10,10,10,12,8,8,8,7,12,10,7,13,10,9,10,10,0
MDA,:md: Moldova@@moldova,"<span style=""color:#6BAFE5"">Ex-USSR</span>",42,52,-49,-31,0,21,42,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,6,7,8,8,10,8,10,9,7,6,10,10,10,8,10,8,10,12,9,8,10,11,10,9,12,12,10,10,10,0
TKM,:tm: Turkmenistan@@turkmenistan,"<span style=""color:#6BAFE5"">Ex-USSR</span>",85,52,5,3,1,30,85,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,8,8,3,4,6,0,8,12,3,0,6,12,7,5,5,8,2,3,8,4,6,3,10,0,3,4,8,5,8,0
UZB,:uz: Uzbekistan@@uzbekistan,"<span style=""color:#6BAFE5"">Ex-USSR</span>",86,52,10,6,3,26,86,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8,14,11,7,8,20,2,10,11,9,6,18,12,11,7,17,13,12,13,13,11,9,10,16,6,11,10,13,16,13,0
TGA,:to: Tonga@@tonga,"<span style=""color:#C44A8A"">Oceania</span>",58,52,-23,-15,0,21,58,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,4,0,4,3,3,2,3,0,0,4,0,2,0,3,0,0,0,4,0,3,0,3,0,0,0,3,4,0,0
DJI,:dj: Djibouti@@djibouti,"<span style=""color:#0F4A3A"">E. Africa</span>",85,52,14,9,0,25,85,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,8,3,0,0,0,4,5,4,8,6,0,6,0,0,0,7,4,4,0,9,0,8,2,4,5,7,0
DMA,:dm: Dominica@@dominica,"<span style=""color:#FFA31A"">Caribbean</span>",59,52,-14,-9,0,16,59,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,5,7,4,6,2,0,8,2,2,0,4,1,7,5,3,2,8,8,1,4,3,13,0,4,5,5,10,4,0
COK,:ck: Cook Islands@@cook islands,"<span style=""color:#C44A8A"">Oceania</span>",74,52,1,0,0,22,74,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,0,6,4,0,0,4,0,0,3,0,2,0,6,0,0,0,3,0,0,0,0,0,0,1,4,4,0,0
BLZ,:bz: Belize@@belize,"<span style=""color:#FFA31A"">Caribbean</span> •<br><span style=""color:#E04E2A"">N. Amer.</span>",68,52,-11,-7,0,23,68,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,4,6,2,0,2,3,0,3,6,3,2,11,0,10,3,6,2,5,6,7,0,3,5,6,8,5,0
KAZ,:kz: Kazakhstan@@kazakhstan,"<span style=""color:#6BAFE5"">Ex-USSR</span>",72,52,-20,-12,5,28,72,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,13,5,0,11,7,2,5,8,9,14,15,9,7,6,8,7,9,8,8,8,7,9,10,7,10,10,10,11,12,0
KGZ,:kg: Kyrgyzstan@@kyrgyzstan,"<span style=""color:#6BAFE5"">Ex-USSR</span>",106,52,33,21,9,25,106,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,4,7,0,4,8,0,7,9,3,7,3,5,1,9,9,7,8,5,10,11,0,7,6,11,15,7,0
CUW,:cw: Curacao@@curacao,"<span style=""color:#FFA31A"">Caribbean</span>",85,52,22,14,0,20,85,1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,2,2,0,4,0,8,0,3,0,12,2,5,10,4,2,5,9,6,8,4,11,0,9,7,9,6,12,0
TJK,:tj: Tajikistan@@tajikistan,"<span style=""color:#6BAFE5"">Ex-USSR</span>",71,52,-18,-11,6,25,71,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,5,3,2,0,0,8,8,3,8,7,9,1,8,10,6,6,5,8,9,6,7,12,3,8,9,9,16,10,0
